Date,High,Low,Open,Close,Volume,Adj Close
2002-07-30,81.9000015258789,81.5199966430664,81.75,81.5199966430664,6100.0,42.80844497680664
2002-07-31,82.80000305175781,81.9000015258789,81.94999694824219,82.52999877929688,29400.0,43.3388671875
2002-08-01,83.0199966430664,82.54000091552734,82.54000091552734,83.0,25000.0,43.58564376831055
2002-08-02,84.0999984741211,82.87999725341797,83.16000366210938,83.8499984741211,52800.0,44.032012939453125
2002-08-05,84.44000244140625,83.8499984741211,84.04000091552734,84.22000122070312,61100.0,44.226322174072266
2002-08-06,83.9000015258789,83.22000122070312,83.87000274658203,83.5,64900.0,43.84823226928711
2002-08-07,84.13999938964844,83.36000061035156,83.5999984741211,83.69999694824219,40300.0,43.95322799682617
2002-08-08,83.7699966430664,83.36000061035156,83.58000183105469,83.69999694824219,40900.0,43.95322799682617
2002-08-09,84.87999725341797,84.0,84.0,84.87999725341797,35900.0,44.57288360595703
2002-08-12,86.69999694824219,85.13999938964844,85.30000305175781,85.4000015258789,32100.0,44.84599304199219
2002-08-13,86.47000122070312,85.37000274658203,85.77999877929688,86.44999694824219,75400.0,45.39731979370117
2002-08-14,87.9000015258789,86.75,87.45999908447266,86.77999877929688,130000.0,45.570655822753906
2002-08-15,86.5,85.8499984741211,86.37999725341797,86.0199966430664,87100.0,45.17154312133789
2002-08-16,86.5199966430664,84.81999969482422,86.44000244140625,85.05999755859375,85000.0,44.66741180419922
2002-08-19,85.33999633789062,84.70999908447266,85.05000305175781,85.31999969482422,47300.0,44.80397033691406
2002-08-20,86.29000091552734,85.5999984741211,85.62000274658203,86.2699966430664,40800.0,45.30280303955078
2002-08-21,86.0999984741211,85.62999725341797,85.68000030517578,85.80999755859375,40000.0,45.061279296875
2002-08-22,85.55000305175781,85.05999755859375,85.55000305175781,85.05999755859375,34400.0,44.66741180419922
2002-08-23,85.94999694824219,85.19999694824219,85.19999694824219,85.9000015258789,20100.0,45.10851287841797
2002-08-26,86.20999908447266,85.66999816894531,85.69999694824219,85.9800033569336,23900.0,45.1505126953125
2002-08-27,85.68000030517578,85.19999694824219,85.4000015258789,85.44000244140625,301800.0,44.86698913574219
2002-08-28,86.18000030517578,85.83999633789062,86.04000091552734,85.87000274658203,18100.0,45.0927848815918
2002-08-29,86.86000061035156,86.3499984741211,86.76000213623047,86.55999755859375,135700.0,45.455081939697266
2002-08-30,87.12999725341797,86.44999694824219,86.75,87.08000183105469,78100.0,45.72818374633789
