Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,147.5,146.25,146.84375,146.875,3172700.0,99.11618041992188
2000-01-03,148.25,143.875,148.25,145.4375,8164300.0,98.14607238769531
2000-01-04,144.0625,139.640625,143.53125,139.75,8089800.0,94.3079833984375
2000-01-05,141.53125,137.25,139.9375,140.0,12177900.0,94.4766845703125
2000-01-06,141.5,137.75,139.625,137.75,6227200.0,92.95833587646484
2000-01-07,145.75,140.0625,140.3125,145.75,8066500.0,98.35698699951172
2000-01-10,146.90625,145.03125,146.25,146.25,5741700.0,98.69439697265625
2000-01-11,146.09375,143.5,145.8125,144.5,7503700.0,97.51343536376953
2000-01-12,144.59375,142.875,144.59375,143.0625,6907700.0,96.54337310791016
2000-01-13,145.75,143.28125,144.46875,145.0,5158300.0,97.85087585449219
2000-01-14,147.46875,145.96875,146.53125,146.96875,7437300.0,99.17945098876953
2000-01-18,146.625,145.1875,145.34375,145.8125,6488500.0,98.3991470336914
2000-01-19,147.0,145.0,145.3125,147.0,6157900.0,99.20049285888672
2000-01-20,146.96875,143.8125,146.96875,144.75,5800100.0,97.68213653564453
2000-01-21,145.5,144.0625,145.5,144.4375,6244800.0,97.47119903564453
2000-01-24,145.84375,139.40625,145.65625,140.34375,7896900.0,94.70867919921875
2000-01-25,141.9375,139.0,140.515625,141.9375,9942500.0,95.78418731689453
2000-01-26,141.546875,140.09375,141.0,140.8125,5158100.0,95.02499389648438
2000-01-27,142.21875,138.125,141.84375,140.25,10922700.0,94.6454086303711
2000-01-28,140.0625,135.53125,139.4375,135.875,11916200.0,91.69297790527344
2000-01-31,139.671875,135.0,135.8125,139.5625,10768700.0,94.18144989013672
2000-02-01,141.6875,138.53125,139.75,140.9375,8419900.0,95.1093521118164
2000-02-02,142.25,140.375,141.28125,141.0625,6205900.0,95.1937255859375
2000-02-03,143.25,140.0,140.875,143.1875,7997500.0,96.62769317626953
2000-02-04,144.0,142.125,143.1875,142.59375,4925400.0,96.22706604003906
2000-02-07,142.78125,141.4375,142.5625,142.375,5845800.0,96.07942199707031
2000-02-08,144.5625,143.625,143.96875,144.3125,4936400.0,97.38688659667969
2000-02-09,144.46875,141.265625,144.46875,141.28125,8511500.0,95.34130096435547
2000-02-10,142.5625,140.875,141.625,141.5625,6690600.0,95.53111267089844
2000-02-11,141.9375,138.03125,141.84375,138.6875,9849800.0,93.59102630615234
2000-02-14,139.78125,138.3125,139.78125,139.5,8528800.0,94.1393051147461
2000-02-15,141.21875,137.796875,139.25,141.078125,11078300.0,95.2042236328125
2000-02-16,140.9375,138.796875,140.375,139.0,8845400.0,93.8018569946289
2000-02-17,140.4375,138.21875,140.4375,138.28125,7584200.0,93.31682586669922
2000-02-18,138.875,134.625,138.875,135.3125,9409200.0,91.31342315673828
2000-02-22,136.34375,133.53125,135.1875,134.96875,16415400.0,91.08142852783203
2000-02-23,137.46875,134.5,135.625,136.5625,12119000.0,92.15692901611328
2000-02-24,137.03125,133.09375,136.6875,133.8125,17375000.0,90.30115509033203
2000-02-25,136.71875,133.125,135.1875,133.328125,10559900.0,89.97428894042969
2000-02-28,136.6875,132.71875,133.375,136.125,13397800.0,91.8616943359375
2000-02-29,137.4375,135.75,136.0625,137.4375,8242500.0,92.74737548828125
2000-03-01,139.0,137.21875,137.625,138.4375,6868000.0,93.4222640991211
2000-03-02,139.125,137.34375,138.6875,138.53125,7600200.0,93.48550415039062
2000-03-03,141.71875,139.71875,140.4375,141.125,12770300.0,95.23590087890625
2000-03-06,141.34375,138.75,140.8125,139.75,11967100.0,94.3079833984375
2000-03-07,140.15625,135.21875,140.0,137.046875,20062000.0,92.4837875366211
2000-03-08,137.84375,135.03125,136.46875,136.875,11808500.0,92.3678207397461
2000-03-09,140.875,136.125,137.25,140.875,5500900.0,95.06719970703125
2000-03-10,142.0,139.53125,140.1875,140.125,7924600.0,94.56103515625
2000-03-13,140.46875,135.6875,136.6875,138.59375,10540500.0,93.52770233154297
2000-03-14,140.09375,136.15625,139.28125,136.625,8263900.0,92.19913482666016
2000-03-15,140.4375,136.0625,136.875,139.8125,10300800.0,94.35015106201172
2000-03-16,146.84375,140.875,141.625,146.34375,25601400.0,98.7576675415039
2000-03-17,148.0,145.4375,145.8125,146.9375,10272900.0,99.41034698486328
2000-03-20,147.34375,144.78125,146.875,146.1875,12502300.0,98.90292358398438
2000-03-21,149.75,144.5,145.53125,149.1875,13612600.0,100.93258666992188
2000-03-22,150.84375,148.6875,149.5625,150.09375,8260000.0,101.54571533203125
2000-03-23,153.46875,149.15625,149.15625,152.65625,11654500.0,103.27935791015625
2000-03-24,155.75,151.71875,152.875,153.5625,11462900.0,103.89248657226562
2000-03-27,153.78125,151.8125,153.375,151.9375,8798600.0,102.79312896728516
2000-03-28,152.984375,150.59375,151.25,151.0625,6334400.0,102.20112609863281
2000-03-29,152.484375,149.65625,151.5625,151.21875,6747500.0,102.30690002441406
2000-03-30,151.921875,147.125,150.15625,148.6875,9491900.0,100.5943374633789
2000-03-31,152.3125,148.4375,149.625,150.375,9249100.0,101.73596954345703
2000-04-03,151.25,148.6875,150.125,151.25,8508200.0,102.3280029296875
2000-04-04,153.0,141.390625,151.75,150.125,19585500.0,101.56684875488281
2000-04-05,150.8125,147.625,147.875,149.1875,8387200.0,100.93258666992188
2000-04-06,151.6875,149.0,150.25,150.484375,6378500.0,101.80998229980469
2000-04-07,152.125,150.5,151.5625,151.4375,6023600.0,102.45482635498047
2000-04-10,153.109375,150.3125,151.75,150.84375,9624200.0,102.05319213867188
2000-04-11,151.625,148.375,150.0,150.40625,9006400.0,101.75714111328125
2000-04-12,151.15625,146.15625,150.375,146.28125,10779200.0,98.9664306640625
2000-04-13,148.15625,143.78125,147.46875,144.25,12225800.0,97.59213256835938
2000-04-14,142.8125,133.5,142.625,136.0,29604000.0,92.01060485839844
2000-04-17,140.75,134.6875,135.1875,140.75,23918200.0,95.2242202758789
2000-04-18,144.46875,139.78125,140.5625,144.46875,11069200.0,97.74011993408203
2000-04-19,145.125,142.53125,144.5,143.125,6553700.0,96.83101654052734
2000-04-20,143.9375,142.375,143.5625,143.8125,8537600.0,97.2961654663086
2000-04-24,143.3125,140.5,141.5,142.25,12893100.0,96.23905181884766
2000-04-25,148.15625,144.4375,144.625,148.15625,14102000.0,100.23489379882812
2000-04-26,148.75,146.0,147.96875,146.484375,7711100.0,99.10382843017578
2000-04-27,147.34375,143.0,143.0,146.0,15595300.0,98.77610778808594
2000-04-28,147.859375,145.0625,147.0,145.09375,8743400.0,98.16297912597656
2000-05-01,148.484375,145.84375,146.5625,147.0625,7328300.0,99.49490356445312
2000-05-02,147.125,144.125,145.5,144.125,9411900.0,97.50753784179688
2000-05-03,144.0,139.78125,144.0,140.75,12630700.0,95.2242202758789
2000-05-04,142.359375,140.75,142.0,141.8125,5963600.0,95.94305419921875
2000-05-05,144.0,140.9375,141.0625,143.53125,7862400.0,97.10590362548828
2000-05-08,143.375,141.84375,142.75,142.453125,5064100.0,96.3764419555664
2000-05-09,143.40625,140.265625,143.0625,141.3125,5620300.0,95.60482025146484
2000-05-10,140.96875,137.75,140.5,138.125,10293900.0,93.44828796386719
2000-05-11,141.5,139.125,140.125,141.28125,7091100.0,95.58362579345703
